source_row,username,name,ig_handle,ig_url,original_category,original_industry,original_message_cleaned,message_english,age,years_of_experience_skills,skills_detailed,skill_category,source_skill_field,source_experience_field,scraped_at
668,piyanisasi,Hi! I'm Piyan,@piyanisasi,https://www.instagram.com/piyanisasi/,Designer,Desain & Kreatif,"Hi! I'm Piyan, a graphic designer & brand specialist based in Karawang with 5+ years of experience in visual identity, branding, and creative communication. I help brands look intentional from logo systems to social media visuals and print collateral. Also open for collaboration with small businesse","Hi! I'm Piyan, a graphic designer & brand specialist based in Karawang with 5+ years of experience in visual identity, branding, and creative communication. I help brands look intentional from logo systems to social media visuals and print collateral. Also open for collaboration with small businesse",Not mentioned,5+ years,"branding, communication, social media","Branding & Marketing, Communications / PR, Social Media & Community",branding,5+ tahun,46190.43828761574
538,dikarsya_,Hello,@dikarsya_,https://www.instagram.com/dikarsya_/,Freelancer,Desain & Kreatif,"Hello, I’m Dika, a Content Operations Specialist based in Indonesia. I combine a background in Communication Science with hands on expertise in digital branding, advanced visual aesthetics, and multi-platform data management. ​I independently manage content lifecycles across 5 social media platforms","Hello, I’m Dika, a Content Operations Specialist based in Indonesia. I combine a background in Communication Science with hands on expertise in digital branding, advanced visual aesthetics, and multi-platform data management. ​I independently manage content lifecycles across 5 social media platforms",Not mentioned,Not mentioned,"branding, communication, social media, management, operations","Branding & Marketing, Communications / PR, Social Media & Community, Project / Operations",branding,Tidak disebutkan,46190.4382875463
209,mechabrand_,mechabrand_,@mechabrand_,https://www.instagram.com/mechabrand_/,Designer,Teknologi,"Hey! Mechabrand here from Jakarta. Specialize in branding content creation, product design/video, and website development for growing businesses.","Hey! Mechabrand here from Jakarta. Specialize in branding content creation, product design/video, and website development for growing businesses.",Not mentioned,Not mentioned,"branding, content creation, product design","Branding & Marketing, Content Creation, UI/UX & Product Design",branding,Tidak disebutkan,46190.43789898148
641,luma.designn,luma.designn luma.designn Hello,@luma.designn,https://www.instagram.com/luma.designn/,Agency,Desain & Kreatif,"Hello, we’re Luma, a branding and design studio from Indonesia. We help businesses build memorable brands through strategic logo design, visual identity systems, and brand positioning. Our work focuses on creating brands that look premium, earn trust, and stand out in compe","Hello, we’re Luma, a branding and design studio from Indonesia. We help businesses build memorable brands through strategic logo design, visual identity systems, and brand positioning. Our work focuses on creating brands that look premium, earn trust, and stand out in compe",Not mentioned,Not mentioned,"branding, logo design","Branding & Marketing, Creative & Design","branding, logo design",Tidak disebutkan,46190.43828760416
317,theofratos,I’m Theo,@theofratos,https://www.instagram.com/theofratos/,Designer,Desain & Kreatif,"I’m Theo, I can help your company grow with branding, UI/UX Design, or art & creative direction. I help businesses build memorable brands and high-converting visual experiences for more than 8 years. I have trusted to handle team and projects by brands and organizations including HYROX, Grab, Home U","I’m Theo, I can help your company grow with branding, UI/UX Design, or art & creative direction. I help businesses build memorable brands and high-converting visual experiences for more than 8 years. I have trusted to handle team and projects by brands and organizations including HYROX, Grab, Home U",Not mentioned,8 years,"branding, logo design, ui, ux, ui/ux","Branding & Marketing, Creative & Design, Other / Multidisciplinary, UI/UX & Product Design","branding, logo design, ui/ux",8+ tahun,46190.43815357639
471,reyhnalr,Hi,@reyhnalr,https://www.instagram.com/reyhnalr/,Designer,Desain & Kreatif,"Hi, With 5+ years of experience, I am a Graphic Designer specializing in social media, branding, and custom illustration. By seamlessly integrating AI, art direction, and current digital trends, I craft impactful logos, compelling narratives, and marketing materials that drive engagement and elevate","Hi, With 5+ years of experience, I am a Graphic Designer specializing in social media, branding, and custom illustration. By seamlessly integrating AI, art direction, and current digital trends, I craft impactful logos, compelling narratives, and marketing materials that drive engagement and elevate",Not mentioned,5+ years,"branding, illustration, social media, marketing, ai, Graphic Designer","Branding & Marketing, Creative & Design, Social Media & Community, Marketing & Growth, AI / Data Science, Other / Multidisciplinary",branding,5+ tahun,46190.43828751158
618,8lckrabb1t,Hello,@8lckrabb1t,https://www.instagram.com/8lckrabb1t/,Designer,Teknologi,"Hello, my name is Rizki. I am a young Graphic Designer specializing in promotional visuals, logo design, branding, and social media content. Currently, I am undertaking an internship at a private institution, where I serve as part of the social media team and contribute to the creation of engaging v","Hello, my name is Rizki. I am a young Graphic Designer specializing in promotional visuals, logo design, branding, and social media content. Currently, I am undertaking an internship at a private institution, where I serve as part of the social media team and contribute to the creation of engaging v",Not mentioned,Not mentioned,"branding, logo design, social media, young Graphic Designer","Branding & Marketing, Creative & Design, Social Media & Community, Other / Multidisciplinary","branding, logo design",Tidak disebutkan,46190.438287592595
312,arsaniariadeni,arsaniariadeni arsaniariadeni Hi,@arsaniariadeni,https://www.instagram.com/arsaniariadeni/,Marketer,Desain & Kreatif,"Hi, I help businesses build brands that connect with Gen Z. Together with my team, we create targeted branding strategies—from visual identity and brand voice to marketing direction—so your brand can stand out and attract the right audience. Looking for a branding partn","Hi, I help businesses build brands that connect with Gen Z. Together with my team, we create targeted branding strategies—from visual identity and brand voice to marketing direction—so your brand can stand out and attract the right audience. Looking for a branding partn",Not mentioned,Not mentioned,"branding, marketing","Branding & Marketing, Marketing & Growth",branding,Tidak disebutkan,46190.43815356481
396,meidy.project,meidy.project meidy.project Hi,@meidy.project,https://www.instagram.com/meidy.project/,Designer,Desain & Kreatif,"Hi, I’m Meidy, an Indonesian Brand Designer and Corporate Communications professional with 20 years of experience. Since 2025, I’ve been proud to call myself a global remote professional. I create visual solutions for branding, editorial, and marketing design. In addition","Hi, I’m Meidy, an Indonesian Brand Designer and Corporate Communications professional with 20 years of experience. Since 2025, I’ve been proud to call myself a global remote professional. I create visual solutions for branding, editorial, and marketing design. In addition",Not mentioned,20 years,"branding, marketing","Branding & Marketing, Marketing & Growth",branding,20+ tahun,46190.43828747685
484,rosaliaseptiadi,rosaliaseptiadi rosaliaseptiadi Hi! I’m Rosalia!,@rosaliaseptiadi,https://www.instagram.com/rosaliaseptiadi/,Designer,Desain & Kreatif,"Hi! I’m Rosalia! I help brands look premium and sell better across branding, packaging, and marketing design. 14+ years in, working with everything from F&B to lifestyle to wellness, adapting to whatever a brand needs. Portfolio’s in my profile. 🎨 Open to remote proj","Hi! I’m Rosalia! I help brands look premium and sell better across branding, packaging, and marketing design. 14+ years in, working with everything from F&B to lifestyle to wellness, adapting to whatever a brand needs. Portfolio’s in my profile. 🎨 Open to remote proj",Not mentioned,14+ years,"branding, marketing","Branding & Marketing, Marketing & Growth",branding,14+ tahun,46190.438287523146
40,pandu_umbara,pandu_umbara pandu_umbara Hi,@pandu_umbara,https://www.instagram.com/pandu_umbara/,Developer,Teknologi,"Hi, I'm Pandu. A marketer who loves building things. My expertise includes Digital Marketing, Performance Marketing, Branding, and AI-powered business solutions. Currently, I'm developing my skills in Web Development and Automation while helping businesses grow through stra","Hi, I'm Pandu. A marketer who loves building things. My expertise includes Digital Marketing, Performance Marketing, Branding, and AI-powered business solutions. Currently, I'm developing my skills in Web Development and Automation while helping businesses grow through stra",Not mentioned,Not mentioned,"branding, performance marketing, digital marketing, marketing, ai","Branding & Marketing, Marketing & Growth, AI / Data Science",branding,Tidak disebutkan,46190.437150439815
588,mikhsanhkm,mikhsanhkm,@mikhsanhkm,https://www.instagram.com/mikhsanhkm/,Freelancer,Teknologi,Hello! I’m a Social Commerce & Digital Marketing Specialist from Indonesia 🇮🇩. I help brands turn from branding to commerce into real revenue engines. ✨ Expertise: Scaled one brand’s 10x growth revenue & make it as Top Brand during 2022-2024 & 2026 trough creative campaign & branding communication,Hello! I’m a Social Commerce & Digital Marketing Specialist from Indonesia 🇮🇩. I help brands turn from branding to commerce into real revenue engines. ✨ Expertise: Scaled one brand’s 10x growth revenue & make it as Top Brand during 2022-2024 & 2026 trough creative campaign & branding communication,Not mentioned,Not mentioned,"branding, digital marketing, communication, marketing","Branding & Marketing, Marketing & Growth, Communications / PR",branding,Tidak disebutkan,46190.43828756944
150,abdulllahasan,abdulllahasan,@abdulllahasan,https://www.instagram.com/abdulllahasan/,Developer,Digital Marketing,"Hi! I’m Hasan. I’ve been in the digital marketing industry for the past 6 years, and I am currently working as an Area Manager at one of the motorcycle companies. My journey has allowed me to gain experience in marketing, sales, branding, team management, and business dev","Hi! I’m Hasan. I’ve been in the digital marketing industry for the past 6 years, and I am currently working as an Area Manager at one of the motorcycle companies. My journey has allowed me to gain experience in marketing, sales, branding, team management, and business dev",Not mentioned,6+ years,"branding, digital marketing, management, marketing, sales, currently working as an Area Manager","Branding & Marketing, Marketing & Growth, Project / Operations, Sales & Business Development, Other / Multidisciplinary",branding,6+ tahun,46190.43770277778
